timeStamp,latitude,longitude,altitude
1682286300,-40.405575,6.380685,502.527191
1682286120,-29.088606,9.327260,497.340942
1682285940,-17.712893,11.837567,493.127228
1682285760,-6.301775,14.138028,490.365570
1682285580,5.123829,16.372185,489.342102
1682285400,16.543257,18.660742,490.107605
1682285220,27.935358,21.143131,492.473358
1682285040,39.276630,24.034149,496.045319
1682284860,50.534042,27.753054,500.290100
1682284680,61.638294,33.331715,504.620117
1682284500,72.357048,44.225143,508.483612
1682284320,81.260292,78.316322,511.444580
1682284140,80.074921,153.991394,513.242065
1682283960,70.575706,-179.079971,513.820618
1682283780,59.779320,-169.633362,513.329651
1682283600,48.676476,-164.509384,512.091125
1682283420,37.447556,-160.982819,510.541534
1682283240,26.149782,-158.186966,509.155060
1682283060,14.811277,-155.754562,508.360382
1682282880,3.452257,-153.490402,508.463776
1682282700,-7.909101,-151.262497,509.592560
1682282520,-19.255020,-148.951187,511.668549
1682282340,-30.567217,-146.407959,514.417297
1682282160,-41.824188,-143.390747,517.410706
1682281980,-52.991680,-139.404083,520.135986
1682281800,-63.986671,-133.160461,522.078003
1682281620,-74.491997,-119.983017,522.802368
1682281440,-82.260307,-74.775909,522.025940
1682281260,-78.397011,-5.378432,519.665894
1682281080,-68.427177,15.345142,515.859863
1682280900,-57.537991,23.465494,510.955231
1682280720,-46.387863,28.147501,505.467285
1682280540,-35.114517,31.484207,500.011780
1682280360,-23.766773,34.189083,495.219299
1682280180,-12.371832,36.579865,491.644226
1682280000,-0.951412,38.833801,489.682556
1682279820,10.473808,41.078236,489.512909
1682279640,21.883041,43.437344,491.071716
1682279460,33.254452,46.076405,494.067413
1682279280,44.561588,49.281208,498.030762
1682279100,55.760265,53.671261,502.391571
1682278920,66.735725,60.980602,506.568024
1682278740,76.991127,78.284981,510.053650
1682278560,82.598175,139.767380,512.488586
1682278380,75.961548,-165.472794,513.706360
1682278200,65.583237,-150.111145,513.749573
1682278020,54.602966,-143.289658,512.854309
1682277840,43.430271,-139.082169,511.405060
1682277660,32.164677,-135.962631,509.866333
1682277480,20.845095,-133.368393,508.701630
1682277300,9.494683,-131.033676,508.291260
1682277120,-1.867652,-128.801239,508.863434
1682276940,-13.224023,-126.549904,510.450775
1682276760,-24.556568,-124.152130,512.880188
1682276580,-35.846069,-121.426826,515.798340
1682276400,-47.067036,-118.044609,518.728027
1682276220,-58.170330,-113.256004,521.144836
1682276040,-69.009880,-104.823898,522.561768
1682275860,-78.857384,-82.703346,522.607605
1682275680,-82.057350,-11.144451,521.088562
1682275500,-73.951683,30.961712,518.024231
1682275320,-63.378578,43.489475,513.653687
1682275140,-52.337349,49.551754,508.409637
1682274960,-41.120579,53.468025,502.863983
1682274780,-29.808250,56.453777,497.650421
1682274600,-18.435537,58.983665,493.374725
1682274420,-7.026108,61.292675,490.525970
1682274240,4.399065,63.527412,489.403442
1682274060,15.819329,65.808769,490.072784
1682273880,27.213602,68.273651,492.359283
1682273700,38.558662,71.129471,495.879730
1682273520,49.822533,74.775398,500.106781
1682273340,60.940002,80.178230,504.453400
1682273160,71.699265,90.498985,508.362793
1682272980,80.853470,121.721924,511.389557
1682272800,80.541924,-162.036133,513.260437
1682272620,71.240883,-132.698456,513.906799
1682272440,60.479206,-122.758621,513.465942
1682272260,49.388279,-117.476479,512.250671
1682272080,38.165325,-113.882713,510.692810
1682271900,26.871082,-111.054115,509.267151
1682271720,15.534611,-108.605438,508.408234
1682271540,4.176374,-106.334854,508.432800
1682271360,-7.185391,-104.108139,509.481323
1682271180,-18.532900,-101.806023,511.489441
1682271000,-29.847939,-99.283287,514.194763
1682270820,-41.109379,-96.306931,517.177734
1682270640,-52.284344,-92.406693,519.928833
1682270460,-63.295357,-86.381157,521.930786
1682270280,-73.855812,-73.978661,522.741943
1682270100,-82.013161,-32.477345,522.067871
1682269920,-78.942696,39.470478,519.811951
1682269740,-69.102570,61.887802,516.097595
1682269560,-58.240570,70.386200,511.259430
1682269380,-47.101109,75.198677,505.803497
1682269200,-35.833687,78.592934,500.341125
1682269020,-24.489750,81.326233,495.504059
1682268840,-13.097183,83.730835,491.853577
1682268660,-1.677862,85.989418,489.797150
1682268480,9.747519,88.230911,489.527710
1682268300,21.158203,90.578484,490.996429
1682268120,32.532490,93.193085,493.924622
1682267940,43.844452,96.348816,497.851746
1682267760,55.051872,100.631310,502.211212
1682267580,66.048271,107.649231,506.419006
1682267400,76.389633,123.777946,509.961395
1682267220,82.623215,-178.613800,512.467590
1682267040,76.570969,-119.874519,513.757996
1682266860,66.271820,-103.421341,513.862305
1682266680,55.311352,-96.322990,513.005615
1682266500,44.147015,-92.011902,511.565155
1682266320,32.886059,-88.844742,510.003265
1682266140,21.569258,-86.226677,508.786530
1682265960,10.220283,-83.880760,508.303467
1682265780,-1.141828,-81.645561,508.794250
1682265600,-12.499158,-79.398964,510.305267
1682265420,-23.833866,-77.015060,512.676819
1682265240,-35.126896,-74.318146,515.566162
1682265060,-46.353455,-70.993271,518.502258
1682264880,-57.467007,-66.334320,520.961548
1682264700,-68.333099,-58.276371,522.452393
1682264520,-78.307533,-37.823029,522.594116
1682264340,-82.295509,31.091206,521.180176
1682264160,-74.588745,76.947250,518.216064
1682263980,-64.072212,90.264259,513.926941
1682263800,-53.047577,96.547462,508.734192
1682263620,-41.838688,100.551010,503.202545
1682263440,-30.531151,103.577919,497.963867
1682263260,-19.161545,106.128395,493.627808
1682263080,-7.753888,108.446571,490.692657
1682262900,3.670774,110.682365,489.470886
1682262720,15.091799,112.957031,490.042938
1682262540,26.488167,115.405121,492.248322
1682262360,37.836910,118.227104,495.714996
1682262180,49.107033,121.803253,499.922089
1682262000,60.237076,127.040199,504.283295
1682261820,71.033585,136.834198,508.237244
1682261640,80.407425,165.449860,511.329285
1682261460,80.977486,-118.406120,513.273926
1682261280,71.904900,-86.382759,513.989319
1682261100,61.181286,-75.902283,513.600281
1682260920,50.103001,-70.451012,512.410461
1682260740,38.886269,-66.786324,510.846436
1682260560,27.595692,-63.923321,509.383331
1682260380,16.261349,-61.457512,508.461304
1682260200,4.903977,-59.179935,508.407288
1682260020,-6.458118,-56.953938,509.374847
1682259840,-17.807144,-54.660484,511.313629
1682259660,-29.124956,-52.157436,513.973511
1682259480,-40.390751,-49.220352,516.943604
1682259300,-51.572945,-45.402576,519.718323
1682259120,-62.599121,-39.581959,521.778442
1682258940,-73.209763,-27.887280,522.675354
1682258760,-81.709282,10.126474,522.103455
1682258580,-79.469994,84.065140,519.952332
1682258400,-69.778030,108.381859,516.331177
1682258220,-58.945549,117.291977,511.561646
1682258040,-47.817318,122.243507,506.140228
1682257860,-36.556038,125.698402,500.673340
1682257680,-25.216030,128.461533,495.793671
1682257500,-13.825934,130.880753,492.069000
1682257320,-2.407798,133.144516,489.918121
1682257140,9.017666,135.383530,489.548187
1682256960,20.429726,137.720154,490.925354
1682256780,31.806801,140.311249,493.783905
1682256600,43.123459,143.419876,497.672546
1682256420,54.339287,147.600067,502.028442
1682256240,65.355339,154.345825,506.265869
1682256060,75.773834,169.410690,509.864044
1682255880,82.577309,-137.006409,512.441345
1682255700,77.171471,-74.437675,513.805115
1682255520,66.961502,-56.765835,513.971985
1682255340,56.022377,-49.368011,513.155945
1682255160,44.866821,-44.946911,511.726501
1682254980,33.610683,-41.729649,510.143433
1682254800,22.296774,-39.086571,508.876160
1682254620,10.949326,-36.728752,508.321106
1682254440,-0.412481,-34.490292,508.730316
1682254260,-11.770698,-32.247959,510.163971
1682254080,-23.107498,-29.877291,512.475830
1682253900,-34.403976,-27.207684,515.334106
1682253720,-45.635975,-23.937771,518.274292
1682253540,-56.759357,-19.401785,520.773987
1682253360,-67.650177,-11.691378,522.337219
1682253180,-77.737175,7.260458,522.574158
1682253000,-82.472664,73.025688,521.265625
1682252820,-75.221031,122.820435,518.402832
1682252640,-64.767464,137.012405,514.197021
1682252460,-53.760548,143.533432,509.057922
1682252280,-42.559879,147.629410,503.542755
1682252100,-31.257298,150.699585,498.281158
1682251920,-19.890900,153.271698,493.886414
1682251740,-8.485109,155.599670,490.865723
1682251560,2.938961,157.837021,489.544525
1682251380,14.360670,160.105499,490.018219
1682251200,25.759052,162.537506,492.140656
1682251020,37.111382,165.326950,495.551331
1682250840,48.387566,168.836365,499.736084
1682250660,59.529583,173.916672,504.109894
1682250480,70.360413,-176.774658,508.106995
1682250300,79.926620,-150.516251,511.263702
1682250120,81.375961,-75.142693,513.282410
1682249940,72.567200,-40.140411,514.067871
1682249760,61.885460,-29.065817,513.732544
1682249580,50.820606,-23.433424,512.570251
1682249400,39.610371,-19.693804,511.002228
1682249220,28.323601,-16.794682,509.503510
1682249040,16.991484,-14.310829,508.519562
1682248860,5.635062,-12.025681,508.387268
1682248680,-5.727288,-9.799927,509.273285
1682248500,-17.077763,-7.514604,511.141235
1682248320,-28.398270,-5.030455,513.753601
1682248140,-39.668316,-2.131108,516.708557
1682247960,-50.857502,1.607947,519.504517
1682247780,-61.898052,7.235823,521.621033
1682247600,-72.554504,18.282860,522.602539
1682247420,-81.353775,53.062119,522.132568
1682247240,-79.975243,128.375412,520.086975
1682247060,-70.453194,154.822174,516.560486
1682246880,-59.652851,164.181717,511.861755
1682246700,-48.536469,169.281616,506.477234
1682246520,-37.281563,172.800476,501.008301
1682246340,-25.945610,175.594940,496.088013
1682246160,-14.558079,178.029572,492.290466
1682245980,-3.141211,-179.700943,490.045502
1682245800,8.284255,-177.463913,489.574493
1682245620,19.697615,-175.137665,490.858643
1682245440,31.077394,-172.569183,493.645508
1682245260,42.398617,-169.505768,497.493286
1682245080,53.622540,-165.422928,501.843414
1682244900,64.657066,-158.931641,506.108673
1682244720,75.144981,-144.830963,509.761597
1682244540,82.460762,-95.304367,512.409790
1682244360,77.761108,-29.183521,513.847656
1682244180,67.652061,-10.147928,514.078613
1682244000,56.735981,-2.425536,513.305115
1682243820,45.589672,2.112508,511.888885
1682243640,34.338539,5.382525,510.286743
1682243460,23.027637,8.051866,508.970490
1682243280,11.681806,10.422304,508.344238
1682243100,0.320383,12.664547,508.671722
1682242920,-11.038647,14.903093,510.026978
1682242740,-22.377466,17.261143,512.277344
1682242560,-33.677307,19.904495,515.102295
1682242380,-44.914600,23.121716,518.044250
1682242200,-56.047421,27.541006,520.582275
1682242020,-66.961327,34.928146,522.216309
1682241840,-77.148438,52.526962,522.547668
1682241660,-82.583427,114.727921,521.344788
1682241480,-75.847366,168.566956,518.584412
1682241300,-65.464165,-176.268433,514.463684
1682241120,-54.476215,-169.490997,509.380646
1682240940,-43.284142,-165.297012,503.884460
1682240760,-31.986677,-162.181335,498.602234
1682240580,-20.623600,-159.586487,494.150513
1682240400,-9.219763,-157.248047,491.045135
1682240220,2.203631,-155.008652,489.624451
1682240040,13.625947,-152.745865,489.998779
1682239860,25.026270,-150.329239,492.036499
1682239680,36.382088,-147.571075,495.388855
1682239500,47.664143,-144.125519,499.548950
1682239320,58.817577,-139.193222,503.933289
1682239140,69.680115,-130.332428,507.972046
1682238960,79.415062,-106.197662,511.192780
1682238780,81.731079,-32.261112,513.285767
1682238600,73.227135,6.019963,514.142456
1682238420,62.591610,17.749138,513.862610
1682238240,51.541073,23.575790,512.729919
1682238060,40.337620,27.394638,511.160126
1682237880,29.054798,30.331713,509.627655
1682237700,17.725010,32.834560,508.582977
1682237520,6.369621,35.127876,508.372803
1682237340,-4.992906,37.353870,509.176727
1682237160,-16.344755,39.631584,510.972443
1682236980,-27.667885,42.097607,513.535217
1682236800,-38.942081,44.960686,516.472656
1682236620,-50.138042,48.624573,519.287659
1682236440,-61.192230,54.070988,521.458557
1682236260,-71.890594,64.524399,522.523560
1682236080,-80.951889,96.337791,522.155090
1682235900,-80.454155,172.370209,520.215637
1682235720,-71.127640,-158.797119,516.785339
1682235540,-60.362400,-148.945816,512.159485
1682235360,-49.258533,-143.687393,506.814423
1682235180,-38.010239,-140.101044,501.345825
1682235000,-26.678476,-137.273666,496.387054
1682234820,-15.293609,-134.822769,492.517975
1682234640,-3.878097,-132.546982,490.179352
1682234460,7.547292,-130.311462,489.606781
1682234280,18.961872,-127.995033,490.796448
1682234100,30.344276,-125.448242,493.509552
1682233920,41.669933,-122.428223,497.314117
1682233740,52.901657,-118.438072,501.656189
1682233560,63.953575,-112.185005,505.947449
1682233380,74.504166,-98.959686,509.653992
1682233200,82.275772,-53.411972,512.372864
1682233020,78.337608,15.863820,513.885498
1682232840,68.343239,36.428661,514.181946
1682232660,57.452110,44.503544,513.453003
1682232480,46.315540,49.166046,512.052246
1682232300,35.069614,52.491634,510.433075
1682232120,23.761841,55.188564,509.069458
1682231940,12.417717,57.572369,508.372894
1682231760,1.056759,59.818916,508.618622
1682231580,-10.303009,62.054161,509.894470
1682231400,-21.643778,64.400200,512.081665
1682231220,-32.946899,67.018318,514.871033
1682231040,-44.189346,70.185013,517.812256
1682230860,-55.331238,74.493500,520.386414
1682230680,-66.266724,81.579552,522.089661
1682230500,-76.543159,97.957909,522.514709
1682230320,-82.623779,156.289719,521.417542
1682230140,-76.466377,-145.829636,518.760620
1682229960,-66.162125,-129.580948,514.726868
1682229780,-55.194530,-122.526520,509.702118
1682229600,-44.011452,-118.228523,504.227448
1682229420,-32.719280,-115.064980,498.926971
1682229240,-21.359634,-112.446213,494.420013
1682229060,-9.957843,-110.096626,491.230957
1682228880,1.464792,-107.854683,489.710754
1682228700,12.887635,-105.597084,489.984741
1682228520,24.289816,-103.195160,491.935944
1682228340,35.649025,-100.467064,495.227783
1682228160,46.936775,-97.082603,499.360809
1682227980,58.101116,-92.290306,503.753571
1682227800,68.993011,-83.843468,507.832458
1682227620,78.876297,-61.617908,511.116486
1682227440,82.036079,10.237737,513.283997
1682227260,73.883942,52.088463,514.212891
1682227080,63.299622,64.540771,513.990234
1682226900,52.264355,70.576103,512.889404
1682226720,41.067993,74.478798,511.320007
1682226540,29.789276,77.455765,509.755676
1682226360,18.461918,79.978600,508.651611
1682226180,7.107650,82.280701,508.363983
1682226000,-4.254976,84.507423,509.085297
1682225820,-15.608127,86.778046,510.807404
1682225640,-26.933804,89.226700,513.318542
1682225460,-38.212051,92.054932,516.236084
1682225280,-49.414574,95.647011,519.067749
1682225100,-60.481724,100.922432,521.291138
1682224920,-71.218552,110.830788,522.438293
1682224740,-80.508705,139.947586,522.171021
1682224560,-80.901756,-143.980591,520.338257
1682224380,-71.800880,-112.482674,517.005615
1682224200,-61.074097,-102.091980,512.454712
1682224020,-49.983479,-96.663940,507.151550
1682223840,-38.742058,-93.006294,501.685852
1682223660,-27.414621,-90.144356,496.690674
1682223480,-16.032516,-87.676300,492.751495
1682223300,-4.618449,-85.393646,490.319763
1682223120,6.806781,-83.159149,489.645111
1682222940,18.222506,-80.851959,490.738953
1682222760,29.607449,-78.326004,493.376251
1682222580,40.937420,-75.347649,497.135223
1682222400,52.176662,-71.445778,501.466919
1682222220,63.244984,-65.415962,505.782318
1682222040,73.852318,-52.986774,509.541290
1682221860,82.026138,-11.252757,512.330505
1682221680,78.898216,60.677307,513.918518
1682221500,69.034729,82.959724,514.281860
1682221320,58.170696,91.418259,513.599426
1682221140,47.044403,96.213379,512.216370
1682220960,35.803898,99.597542,510.582306
1682220780,24.499371,102.323448,509.173035
1682220600,13.157051,104.721397,508.407043
1682220420,1.796640,106.972786,508.571014
1682220240,-9.563789,109.205215,509.766571
1682220060,-20.906433,111.539848,511.888824
1682219880,-32.212753,114.133720,514.640381
1682219700,-43.460224,117.251961,517.578491
1682219520,-54.610832,121.455162,520.186523
1682219340,-65.566551,128.260422,521.957336
1682219160,-75.922935,143.536438,522.475220
1682218980,-82.591537,-162.181808,521.483765
1682218800,-77.076439,-100.388206,518.931274
1682218620,-66.861145,-82.928123,514.986267
1682218440,-55.915447,-75.573891,510.022217
1682218260,-44.741787,-71.165382,504.571594
1682218080,-33.455093,-67.951447,499.255219
1682217900,-22.098993,-65.307564,494.694916
1682217720,-10.699342,-62.946117,491.423187
1682217540,0.722449,-60.701103,489.803558
1682217360,12.145739,-58.448181,489.976227
1682217180,23.549700,-56.060295,491.839233
1682217000,34.912205,-53.361088,495.068298
1682216820,46.205482,-50.035118,499.171844
1682216640,57.380241,-45.375305,503.570831
1682216460,68.299377,-37.311687,507.688263
1682216280,78.313416,-16.800943,511.034790
1682216100,82.284027,52.373417,513.276917
1682215920,74.536736,98.053696,514.279114
1682215740,64.009354,111.307083,514.115295
1682215560,52.990414,117.566956,513.048462
1682215380,41.801483,121.558456,511.481689
1682215200,30.527021,124.577362,509.887512
1682215020,19.202198,127.121223,508.725403
1682214840,7.849140,129.432755,508.360809
1682214660,-3.513505,131.660706,508.999115
1682214480,-14.867883,133.924759,510.646271
1682214300,-26.196032,136.356781,513.103821
1682214120,-37.478230,139.151520,515.999023
1682213940,-48.687119,142.674988,518.844971
1682213760,-59.766605,147.789139,521.118835
1682213580,-70.538811,157.196167,522.346802
1682213400,-80.028954,-176.124054,522.180298
1682213220,-81.312332,-100.703056,520.454712
1682213040,-72.472343,-66.242126,517.221008
1682212860,-61.787838,-55.258282,512.747253
1682212680,-50.711273,-49.648487,507.488434
1682212500,-39.477001,-45.915489,502.028137
1682212320,-28.154034,-43.017223,496.998749
1682212140,-16.774794,-40.531078,492.991028
1682211960,-5.362259,-38.240963,490.466766
1682211780,6.062729,-36.006989,489.689636
1682211600,17.479517,-33.708500,490.686310
1682211420,28.866915,-31.202520,493.245789
1682211240,40.201084,-28.264158,496.956787
1682211060,51.447582,-24.446428,501.275787
1682210880,62.531399,-18.626049,505.613312
1682210700,73.190269,-6.922275,509.423492
1682210520,81.716766,31.226036,512.282715
1682210340,79.439705,105.227112,513.946594
1682210160,69.726196,129.440491,514.378174
1682209980,58.891663,138.317520,513.744324
1682209800,47.776234,143.254135,512.381165
1682209620,36.541374,146.700089,510.734406
1682209440,25.240223,149.456436,509.281158
1682209260,13.899800,151.869339,508.446777
1682209080,2.540022,154.126129,508.529053
1682208900,-8.820992,156.356232,509.643433
1682208720,-20.165438,158.680038,511.699036
1682208540,-31.474876,161.250626,514.410522
1682208360,-42.727238,164.322403,517.343079
1682208180,-53.886242,168.425522,519.982788
1682208000,-64.860947,174.968613,521.819397
1682207820,-75.289124,-170.752625,522.429077
1682207640,-82.486626,-120.575783,521.543396
1682207460,-77.675598,-55.130352,519.096313
1682207280,-67.560982,-36.313305,515.241760
1682207100,-56.638905,-28.633942,510.340698
1682206920,-45.475128,-24.107893,504.916718
1682206740,-34.194103,-20.840878,499.586853
1682206560,-22.841669,-18.170601,494.975128
1682206380,-11.444252,-15.796556,491.621857
1682206200,-0.023392,-13.547939,489.902893
1682206020,11.400264,-11.299197,489.973450
1682205840,22.805925,-8.924686,491.746521
1682205660,34.171635,-6.253235,494.910522
1682205480,45.470272,-2.983259,498.982208
1682205300,56.655003,1.551078,503.385193
1682205120,67.599464,9.259419,507.539520
1682204940,77.729111,28.230021,510.947693
1682204760,82.468254,94.191109,513.264465
1682204580,75.184486,143.902527,514.340881
1682204400,64.720642,158.045807,514.237610
1682204220,53.719208,164.547714,513.206909
1682204040,42.538063,168.633377,511.645111
1682203860,31.268026,171.696411,510.023071
1682203680,19.945847,174.262390,508.804321
1682203500,8.594086,176.584015,508.363403
1682203320,-2.768497,178.813690,508.918304
1682203140,-14.124027,-178.928314,510.489227
1682202960,-25.454573,-176.512207,512.891113
1682202780,-36.740627,-173.749634,515.761658
1682202600,-47.955688,-170.291763,518.619385
1682202420,-59.046932,-165.329819,520.941711
1682202240,-69.851761,-156.384689,522.249084
1682202060,-79.516914,-131.898499,522.182800
1682201880,-81.679474,-57.814850,520.564819
1682201700,-73.141373,-20.084242,517.431458
1682201520,-62.503513,-8.446373,513.036865
1682201340,-51.441887,-2.641530,507.824921
1682201160,-40.215057,1.171182,502.372620
1682200980,-28.896702,4.107638,497.311249
1682200800,-17.520433,6.612841,493.236542
1682200620,-6.109521,8.911036,490.620422
1682200440,5.315140,11.144984,489.740479
1682200260,16.732912,13.435331,490.638672
1682200080,28.122683,15.922154,493.118317
1682199900,39.460938,18.822126,496.778961
1682199720,50.714436,22.559643,501.082855
1682199540,61.812912,28.183340,505.440552
1682199360,72.518715,39.224888,509.300598
1682199180,81.353180,74.053528,512.229370
1682199000,79.958199,149.481155,513.969666
1682198820,70.417244,175.865555,514.470825
1682198640,59.614933,-174.799835,513.887390
1682198460,48.511009,-169.712067,512.546509
1682198280,37.282032,-166.200897,510.889221
1682198100,25.984386,-163.412552,509.393768
1682197920,14.645958,-160.983841,508.492035
1682197740,3.286897,-158.721085,508.492798
1682197560,-8.074623,-156.492813,509.525177
1682197380,-19.420795,-154.179245,511.512512
1682197200,-30.733273,-151.631012,514.181641
1682197020,-41.990398,-148.603806,517.106201
1682196840,-53.157494,-144.595886,519.775208
1682196660,-64.150055,-138.297897,521.675842
1682196480,-74.642883,-124.922874,522.376343
1682196300,-82.311020,-78.790085,521.596375
1682196120,-78.261543,-10.080588,519.255493
1682195940,-68.261375,10.259702,515.493164
1682195760,-57.364838,18.292410,510.657410
1682195580,-46.211449,22.943623,505.262634
1682195400,-34.936302,26.266582,499.921783
1682195220,-23.587652,28.964603,495.260620
1682195040,-12.192566,31.352011,491.826965
1682194860,-0.772724,33.604771,490.008881
1682194680,10.651216,35.849838,489.976501
1682194500,22.058498,38.211620,491.657990
1682194320,33.427315,40.856419,494.754700
1682194140,44.731155,44.072769,498.792053
1682193960,55.925438,48.488194,503.196808
1682193780,66.893501,55.866676,507.386261
1682193600,77.125679,73.453178,510.855164
1682193420,82.582977,135.763870,513.246582
1682193240,75.825943,-170.380157,514.398071
1682193060,65.433327,-155.245544,514.357056
1682192880,54.450691,-148.482315,513.364685
1682192700,43.277718,-144.296707,511.810089
1682192520,32.012276,-141.187225,510.162262
1682192340,20.692850,-138.597992,508.888397
1682192160,9.342481,-136.265594,508.371765
1682191980,-2.019958,-134.033676,508.842957
1682191800,-13.376564,-131.781204,510.336426
1682191620,-24.709433,-129.380310,512.680725
1682191440,-35.999249,-126.648628,515.524109
1682191260,-47.220299,-123.253471,518.391296
1682191080,-58.322765,-118.435310,520.759827
1682190900,-69.157745,-109.916443,522.145142
1682190720,-78.976387,-87.400017,522.178467
1682190540,-81.996254,-15.319531,520.668518
1682190360,-73.807190,25.980919,517.636780
1682190180,-63.220993,38.341881,513.323425
1682190000,-52.175274,44.356384,508.160828
1682189820,-40.956203,48.253506,502.719055
1682189640,-29.642616,51.230122,497.628052
1682189460,-18.269424,53.755394,493.487976
1682189280,-6.860228,56.062305,490.780762
1682189100,4.564022,58.296734,489.797729
1682188920,15.982699,60.579487,490.596222
1682188740,27.374758,63.047962,492.994080
1682188560,38.716976,65.911087,496.601929
1682188380,49.977245,69.572090,500.888306
1682188200,61.089607,75.010902,505.264099
1682188020,71.838280,85.446785,509.172638
1682187840,80.941032,117.238495,512.170471
1682187660,80.449150,-166.593750,513.987549
1682187480,71.107430,-137.771301,514.559631
1682187300,60.340416,-127.935112,514.028564
1682187120,49.248695,-122.685631,512.712158
1682186940,38.025852,-119.105576,511.046600
1682186760,26.731850,-116.283607,509.510864
1682186580,15.395517,-113.838203,508.542908
1682186400,4.037260,-111.568909,508.462341
1682186220,-7.324687,-109.341972,509.411926
1682186040,-18.672512,-107.038048,511.329346
1682185860,-29.987944,-104.511261,513.953979
1682185680,-41.249714,-101.526817,516.868042
1682185500,-52.424610,-97.609482,519.563965
1682185320,-63.433994,-91.540894,521.526733
1682185140,-73.985245,-78.986374,522.316956
1682184960,-82.068428,-36.741535,521.642517
1682184780,-78.831512,34.733501,519.408691
1682184600,-68.962021,56.786613,515.740295
1682184420,-58.093185,65.204163,510.972137
1682184240,-46.950729,69.988823,505.609192
1682184060,-35.681671,73.370789,500.259827
1682183880,-24.336935,76.097969,495.551270
1682183700,-12.944276,78.499535,492.038483
1682183520,-1.525541,80.756996,490.121582
1682183340,9.898600,82.998901,489.985535
1682183160,21.307423,85.348587,491.573792
1682182980,32.679256,87.967796,494.600983
1682182800,43.988148,91.132790,498.601532
1682182620,55.191589,95.435448,503.005737
1682182440,66.181686,102.507240,507.228577
1682182260,76.505112,118.848511,510.757202
1682182080,82.623894,177.189941,513.223206
1682181900,76.459648,-124.811844,514.450684
1682181720,66.147209,-108.569801,514.473511
1682181540,55.184814,-101.523842,513.521545
1682181360,44.020428,-97.232048,511.976501
1682181180,32.759762,-94.073669,510.305023
1682181000,21.443207,-91.459961,508.977570
1682180820,10.094317,-89.116081,508.385956
1682180640,-1.267894,-86.881393,508.773163
1682180460,-12.625498,-84.633949,510.187988
1682180280,-23.960611,-82.247559,512.472717
1682180100,-35.254093,-79.545547,515.286621
1682179920,-46.480965,-76.210373,518.160645
1682179740,-57.594151,-71.528152,520.573303
1682179560,-68.457062,-63.403286,522.035034
1682179380,-78.410675,-42.653599,522.167297
1682179200,-82.255493,26.799881,520.765625
1682179020,-74.468910,71.941750,517.836792
1682178840,-63.940140,85.104431,513.606628
1682178660,-52.911400,91.344673,508.495911
1682178480,-41.700420,95.331253,503.067352
1682178300,-30.391766,98.350121,497.949036
1682178120,-19.021761,100.896530,493.745331
1682177940,-7.614372,103.212807,490.947845
1682177760,3.809380,105.448235,489.861481
1682177580,15.228879,107.723938,490.559113
1682177400,26.623140,110.174858,492.873169
1682177220,37.969219,113.002602,496.425873
1682177040,49.236031,116.590614,500.692261
1682176860,60.361568,121.855461,505.084076
1682176680,71.149490,131.736374,509.039642
1682176500,80.485809,160.774231,512.105957
1682176320,80.907257,-123.029732,514.000183
1682176140,71.796234,-91.477127,514.644409
1682175960,61.068016,-81.089752,514.167664
1682175780,49.989262,-75.667030,512.877991
1682175600,38.772827,-72.014145,511.206482
1682175420,27.482605,-69.156815,509.632324
1682175240,16.148470,-66.693810,508.599335
1682175060,4.791104,-64.417366,508.437714
1682174880,-6.571188,-62.191261,509.303864
1682174700,-17.920589,-59.896408,511.149780
1682174520,-29.238895,-57.390186,513.727661
1682174340,-40.505192,-54.446766,516.628662
1682174160,-51.687618,-50.615677,519.349182
1682173980,-62.712879,-44.762020,521.372192
1682173800,-73.317062,-32.953861,522.250977
1682173620,-81.763832,5.628520,521.681763
1682173440,-79.382217,79.281387,519.555786
1682173260,-69.662567,103.262550,515.982910
1682173080,-58.823868,112.100227,511.284668
1682172900,-47.692940,117.027344,505.956146
1682172720,-36.430202,120.471581,500.600861
1682172540,-25.089504,123.229416,495.847015
1682172360,-13.699375,125.645973,492.256470
1682172180,-2.281836,127.908699,490.241089
1682172000,9.142422,130.147949,490.000641
1682171820,20.552702,132.486176,491.494141
1682171640,31.927460,135.080826,494.449585
1682171460,43.241257,138.196625,498.410858
1682171280,54.453491,142.392273,502.812164
1682171100,65.464203,149.178543,507.066528
1682170920,75.869087,164.397888,510.653778
1682170740,82.588722,-141.415695,513.194275
1682170560,77.083878,-79.412598,514.498474
1682170380,66.862068,-61.930134,514.586792
1682170200,55.921520,-54.577682,513.677368
1682170020,44.766167,-50.172947,512.144226
1682169840,33.510468,-46.963043,510.451202
1682169660,22.196901,-44.323605,509.071808
1682169480,10.849589,-41.967503,508.406006
1682169300,-0.512310,-39.729511,508.709076
1682169120,-11.870834,-37.486568,510.044098
1682168940,-23.208117,-35.114002,512.267334
1682168760,-34.505177,-32.440487,515.049316
1682168580,-45.737701,-29.162693,517.927734
1682168400,-56.861141,-24.609076,520.382263
1682168220,-67.749977,-16.848965,521.918762
1682168040,-77.822647,2.316369,522.149231
1682167860,-82.450241,68.586609,520.856079
1682167680,-75.125465,117.784882,518.031311
1682167500,-64.660797,131.838974,513.886353
1682167320,-53.650215,138.322693,508.830017
1682167140,-42.447697,142.404175,503.417267
1682166960,-31.144138,145.467529,498.274048
1682166780,-19.777433,148.036179,494.008545
